"title","video","category","age"
"中国娃娃陶艺乐趣多"," hb45_cartoon_0701","益智动画片","4-6岁"
"三只小猪"," hb45_cartoon_0702","益智动画片","4-6岁"
"小眼睛大世界小小建筑师"," hb45_cartoon_0703","益智动画片","4-6岁"
"是我打翻了草莓酱"," hb45_cartoon_0704","益智动画片","4-6岁"
"兔宝宝学分类"," hb45_cartoon_0705","益智动画片","4-6岁"
"你的感受我知道"," hb45_cartoon_0706","益智动画片","4-6岁"
"小兔过河"," hb45_cartoon_0801","益智动画片","4-6岁"
"小眼睛大世界动物王国"," hb45_cartoon_0802","益智动画片","4-6岁"
"我们去找宝藏吧"," hb45_cartoon_0803","益智动画片","4-6岁"
"美丽的池塘"," hb45_cartoon_0804","益智动画片","4-6岁"
"男孩和女孩"," hb45_cartoon_0805","益智动画片","4-6岁"
"蚂蚁飞上天"," hb45_cartoon_0901","益智动画片","4-6岁"
"有趣的号码牌"," hb45_cartoon_0902","益智动画片","4-6岁"
"汪汪乖乖我爱你"," hb45_cartoon_0903","益智动画片","4-6岁"
"我和爸爸"," hb45_cartoon_0904","益智动画片","4-6岁"
"神奇的电"," hb45_cartoon_0905","益智动画片","4-6岁"
"了不起的竹子"," hb45_cartoon_1001","益智动画片","4-6岁"
"小鸡掉进洞里了"," hb45_cartoon_1002","益智动画片","4-6岁"
"我们都是好朋友"," hb45_cartoon_1003","益智动画片","4-6岁"
"木屋里的老爷爷"," hb45_cartoon_1004","益智动画片","4-6岁"
"真的一样多吗"," hb45_cartoon_1005","益智动画片","4-6岁"
"食物的秘密"," hb45_cartoon_1006","益智动画片","4-6岁"
"和小熊一起玩"," hb45_cartoon_1101","益智动画片","4-6岁"
"大自然的合作"," hb45_cartoon_1102","益智动画片","4-6岁"
"我想做个宇航员"," hb45_cartoon_1103","益智动画片","4-6岁"
"新龟兔赛跑"," hb45_cartoon_1104","益智动画片","4-6岁"
"民族大观园"," hb45_cartoon_1105","益智动画片","4-6岁"
"老师 我喜欢你"," hb45_cartoon_1106","益智动画片","4-6岁"
"再也不画一半了"," hb45_cartoon_1201","益智动画片","4-6岁"
"困难我不怕"," hb45_cartoon_1202","益智动画片","4-6岁"
"奇妙的四季"," hb45_cartoon_1203","益智动画片","4-6岁"
"未来的汽车"," hb45_cartoon_1204","益智动画片","4-6岁"
"美味的早餐"," hb45_cartoon_1205","益智动画片","4-6岁"
"神奇的镜子"," hb56_cartoon_0101","益智动画片","4-6岁"
"亡羊补牢"," hb56_cartoon_0102","益智动画片","4-6岁"
"土字旁的汉字"," hb56_cartoon_0103","益智动画片","4-6岁"
"好好合作玩游戏"," hb56_cartoon_0104","益智动画片","4-6岁"
"我能照顾好妹妹"," hb56_cartoon_0105","益智动画片","4-6岁"
"昆虫的奥秘"," hb56_cartoon_0106","益智动画片","4-6岁"
"木字旁的汉字"," hb56_cartoon_0107","益智动画片","4-6岁"
"大自然的魔力"," hb56_cartoon_0201","益智动画片","4-6岁"
"小米的心情变晴了"," hb56_cartoon_0202","益智动画片","4-6岁"
"我会看日历"," hb56_cartoon_0203","益智动画片","4-6岁"
"画蛇添足"," hb56_cartoon_0204","益智动画片","4-6岁"
"绞丝旁的汉字"," hb56_cartoon_0205","益智动画片","4-6岁"
"衣字（衤）旁的汉字"," hb56_cartoon_0206","益智动画片","4-6岁"
"越变越大的魔力扇"," hb56_cartoon_0207","益智动画片","4-6岁"
"世界上最美味的蛋糕"," hb56_cartoon_0301","益智动画片","4-6岁"
"五个鼠宝宝"," hb56_cartoon_0302","益智动画片","4-6岁"
"人体大发现"," hb56_cartoon_0303","益智动画片","4-6岁"
"我来帮助你"," hb56_cartoon_0304","益智动画片","4-6岁"
"掩耳盗铃"," hb56_cartoon_0305","益智动画片","4-6岁"
"目字旁的汉字"," hb56_cartoon_0306","益智动画片","4-6岁"
"反犬旁的汉字"," hb56_cartoon_0401","益智动画片","4-6岁"
"小老鼠偷金币"," hb56_cartoon_0402","益智动画片","4-6岁"
"形形色色的车"," hb56_cartoon_0403","益智动画片","4-6岁"
"要是没有了耳朵"," hb56_cartoon_0404","益智动画片","4-6岁"
"遇到意外我不怕"," hb56_cartoon_0405","益智动画片","4-6岁"
"邯郸学步"," hb56_cartoon_0406","益智动画片","4-6岁"
"地球村的居民"," hb56_cartoon_0501","益智动画片","4-6岁"
"树房子里的新客人"," hb56_cartoon_0502","益智动画片","4-6岁"
"浣熊兄弟学木匠"," hb56_cartoon_0503","益智动画片","4-6岁"
"一起来分享"," hb56_cartoon_0504","益智动画片","4-6岁"
"口字旁的汉字"," hb56_cartoon_0505","益智动画片","4-6岁"
"海底漫游"," hb56_cartoon_0601","益智动画片","4-6岁"
"这可不是一件小事情"," hb56_cartoon_0602","益智动画片","4-6岁"
"叮叮咚咚去超市"," hb56_cartoon_0603","益智动画片","4-6岁"
"每个人都很重要"," hb56_cartoon_0604","益智动画片","4-6岁"
"“氵”偏旁的汉字"," hb56_cartoon_0605","益智动画片","4-6岁"
"改变生活的发明"," hb56_cartoon_0701","益智动画片","4-6岁"
"我有自己的小存折啦"," hb56_cartoon_0702","益智动画片","4-6岁"
"勇闯图形岛"," hb56_cartoon_0703","益智动画片","4-6岁"
"小小志愿者"," hb56_cartoon_0704","益智动画片","4-6岁"
"竖心旁和心字旁的汉字"," hb56_cartoon_0705","益智动画片","4-6岁"
"中国功夫"," hb56_cartoon_0801","益智动画片","4-6岁"
"各种各样的运动"," hb56_cartoon_0802","益智动画片","4-6岁"
"幼儿园来了个男老师"," hb56_cartoon_0803","益智动画片","4-6岁"
"魔术师"," hb56_cartoon_0804","益智动画片","4-6岁"
"小艾大反串"," hb56_cartoon_0805","益智动画片","4-6岁"
"“日”字旁的汉字"," hb56_cartoon_0806","益智动画片","4-6岁"
"拔苗助长"," hb56_cartoon_0901","益智动画片","4-6岁"
"有趣的食物链"," hb56_cartoon_0902","益智动画片","4-6岁"
"小蜗牛的秘密"," hb56_cartoon_0903","益智动画片","4-6岁"
"小小计划表"," hb56_cartoon_0904","益智动画片","4-6岁"
"给妈妈的礼物"," hb56_cartoon_0905","益智动画片","4-6岁"
"我有一个储蓄罐"," hb56_cartoon_0906","益智动画片","4-6岁"
"鸟和虫字旁的汉字"," hb56_cartoon_0907","益智动画片","4-6岁"
"愚公移山"," hb56_cartoon_1001","益智动画片","4-6岁"
"城市探索"," hb56_cartoon_1002","益智动画片","4-6岁"
"我很厉害"," hb56_cartoon_1003","益智动画片","4-6岁"
"我会自己做"," hb56_cartoon_1004","益智动画片","4-6岁"
"摘果子"," hb56_cartoon_1005","益智动画片","4-6岁"
"环保小卫士"," hb56_cartoon_1006","益智动画片","4-6岁"
"草和竹偏旁"," hb56_cartoon_1007","益智动画片","4-6岁"
"“火”和“灬”偏旁"," hb56_cartoon_1101","益智动画片","4-6岁"
"一起去找恐龙石"," hb56_cartoon_1102","益智动画片","4-6岁"
"大座钟里的秘密"," hb56_cartoon_1103","益智动画片","4-6岁"
"守株待兔"," hb56_cartoon_1104","益智动画片","4-6岁"
"我会守规则"," hb56_cartoon_1105","益智动画片","4-6岁"
"我的学习好伙伴"," hb56_cartoon_1106","益智动画片","4-6岁"
"消失了的动物"," hb56_cartoon_1107","益智动画片","4-6岁"
"“扌”偏旁"," hb56_cartoon_1201","益智动画片","4-6岁"
"井底之蛙"," hb56_cartoon_1202","益智动画片","4-6岁"
"今天我是值日生"," hb56_cartoon_1203","益智动画片","4-6岁"
"太空之旅"," hb56_cartoon_1204","益智动画片","4-6岁"
"我爱爷爷奶奶"," hb56_cartoon_1205","益智动画片","4-6岁"
"新年聚会"," hb56_cartoon_1206","益智动画片","4-6岁"
"送小星星回家"," hb56_cartoon_1207","益智动画片","4-6岁"
"“京族三岛”的来历"," mz_cartoon_001","益智动画片","4-6岁"
"三兄弟放牧的故事"," mz_cartoon_002","益智动画片","4-6岁"
"三尾螺簪的故事"," mz_cartoon_003","益智动画片","4-6岁"
"三月三的传说"," mz_cartoon_004","益智动画片","4-6岁"
"三邻舍的故事"," mz_cartoon_005","益智动画片","4-6岁"
"太空旅行"," hb34_play_08","英语小剧场","4-6岁"
"饥饿的狼"," hb34_play_07","早教乐乐园","4-6岁"
"我的宠物朋友们"," hb34_play_09","早教乐乐园","4-6岁"
"农场晚会"," hb34_play_10","早教乐乐园","4-6岁"
"今晚，我们出去了"," hb34_play_11","早教乐乐园","4-6岁"
"我的彩色房间"," hb34_play_12","早教乐乐园","4-6岁"
"真有趣"," hb45_play_01","早教乐乐园","4-6岁"
"乱糟糟"," hb45_play_02","早教乐乐园","4-6岁"
"春天来了"," hb45_play_03","早教乐乐园","4-6岁"
"植物是怎样生长的"," hb45_play_04","早教乐乐园","4-6岁"
"妈妈的帽子"," hb45_play_05","早教乐乐园","4-6岁"
"父亲节"," hb45_play_06","早教乐乐园","4-6岁"
"我的暑假"," hb45_play_07","早教乐乐园","4-6岁"
"我们的奥运会"," hb45_play_08","早教乐乐园","4-6岁"
"我的身体"," hb45_play_09","早教乐乐园","4-6岁"
"我的感觉"," hb45_play_10","早教乐乐园","4-6岁"
"怪兽"," hb45_play_11","早教乐乐园","4-6岁"
"我们去玩吧"," hb45_play_12","早教乐乐园","4-6岁"
"雪人"," hb56_play_01","早教乐乐园","4-6岁"
"雪地里的痕迹"," hb56_play_02","早教乐乐园","4-6岁"
"我们是朋友"," hb56_play_03","早教乐乐园","4-6岁"
"你愿意做我的朋友吗"," hb56_play_04","早教乐乐园","4-6岁"
"我最好的朋友"," hb56_play_05","早教乐乐园","4-6岁"
"我的牙掉了"," hb56_play_06","早教乐乐园","4-6岁"
"神奇的魔力"," hb56_play_07","早教乐乐园","4-6岁"
"我准备好了"," hb56_play_08","早教乐乐园","4-6岁"
"秋天来了"," hb56_play_09","早教乐乐园","4-6岁"
"万圣节快乐"," hb56_play_10","早教乐乐园","4-6岁"
"秋天的叶子"," hb56_play_11","早教乐乐园","4-6岁"
"圣诞愿望"," hb56_play_12","早教乐乐园","4-6岁"
"好的","jichu001","跟我学英语","4-6岁"
"你好","jichu002","跟我学英语","4-6岁"
"再见","jichu003","跟我学英语","4-6岁"
"你好吗（1）","jichu004","跟我学英语","4-6岁"
"你好吗（2）","jichu005","跟我学英语","4-6岁"
"你好吗（3）","jichu006","跟我学英语","4-6岁"
"你好，我是露西","jichu007","跟我学英语","4-6岁"
"你叫什么名字（1）","jichu008","跟我学英语","4-6岁"
"你叫什么名字（2）","jichu009","跟我学英语","4-6岁"
"Role Play：打招呼和自我介绍Role Play：打招呼和自我介绍","jichu010","跟我学英语","4-6岁"
"早上好","jichu011","跟我学英语","4-6岁"
"下午好","jichu012","跟我学英语","4-6岁"
"我是男(女)孩","jichu013","跟我学英语","4-6岁"
"Role Play：男孩和女孩","jichu014","跟我学英语","4-6岁"
"指一指桌子在哪儿","jichu015","跟我学英语","4-6岁"
"指一指门在哪儿","jichu016","跟我学英语","4-6岁"
"指一指窗户在哪儿","jichu017","跟我学英语","4-6岁"
"这是什么颜色（1）","jichu018","跟我学英语","4-6岁"
"这是什么颜色（2）","jichu019","跟我学英语","4-6岁"
"这是什么，那是什么（1）","jichu020","跟我学英语","4-6岁"
"这是什么，那是什么（2）","jichu021","跟我学英语","4-6岁"
"这是什么，那是什么（3）","jichu022","跟我学英语","4-6岁"
"这是什么，那是什么（4）","jichu023","跟我学英语","4-6岁"
"Role Play：这是什么？","jichu024","跟我学英语","4-6岁"
"这是一个橡皮","jichu025","跟我学英语","4-6岁"
"这是一只猴子吗？","jichu026","跟我学英语","4-6岁"
"这是精卫，她是女孩","jichu027","跟我学英语","4-6岁"
"Smart先生是医生","jichu028","跟我学英语","4-6岁"
"她是老师","jichu029","跟我学英语","4-6岁"
"这是我的家人","jichu030","跟我学英语","4-6岁"
"Jack是一名警察","jichu031","跟我学英语","4-6岁"
"书包在哪儿？","jichu032","跟我学英语","4-6岁"
"铅笔在哪儿？","jichu033","跟我学英语","4-6岁"
"猫咪在哪儿？","jichu034","跟我学英语","4-6岁"
"Role Play：铅笔在哪里？","jichu035","跟我学英语","4-6岁"
"猫咪在床下吗？","jichu036","跟我学英语","4-6岁"
"铅笔在书下吗？","jichu037","跟我学英语","4-6岁"
"书在椅子上","jichu038","跟我学英语","4-6岁"
"猴子在树下","jichu039","跟我学英语","4-6岁"
"用手指向你的眼睛","jichu040","跟我学英语","4-6岁"
"这是我的脸","jichu041","跟我学英语","4-6岁"
"这是她的眼睛","jichu042","跟我学英语","4-6岁"
"Role Play：摸摸你的脸","jichu043","跟我学英语","4-6岁"
"Role Play：指指它的腿","jichu044","跟我学英语","4-6岁"
"它们是什么动物（1）","jichu045","跟我学英语","4-6岁"
"它们是什么动物（2）","jichu046","跟我学英语","4-6岁"
"它的耳朵大","jichu047","跟我学英语","4-6岁"
"它们是瘦瘦的猴子","jichu048","跟我学英语","4-6岁"
"它们是高高的长颈鹿","jichu049","跟我学英语","4-6岁"
"它们是长长的蛇","jichu050","跟我学英语","4-6岁"
"你看，猴子可爱吗？","jichu051","跟我学英语","4-6岁"
"你看,老虎胖吗？","jichu052","跟我学英语","4-6岁"
"Role Play：猜动物","jichu053","跟我学英语","4-6岁"
"它们是可爱的小狗","jichu054","跟我学英语","4-6岁"
"树上有一只猫","jichu055","跟我学英语","4-6岁"
"盒子里有一只球","jichu056","跟我学英语","4-6岁"
"树上有两只猴子","jichu057","跟我学英语","4-6岁"
"图中有一个男孩","jichu058","跟我学英语","4-6岁"
"图中有三只老虎","jichu059","跟我学英语","4-6岁"
"图中有五匹白马","jichu060","跟我学英语","4-6岁"
"那边有一双鞋","jichu061","跟我学英语","4-6岁"
"他有一条绿色的短裤","jichu062","跟我学英语","4-6岁"
"椅子上有一只白猫","jichu063","跟我学英语","4-6岁"
"盒子里有三只铅笔","jichu064","跟我学英语","4-6岁"
"戴上帽子","jichu065","跟我学英语","4-6岁"
"喜欢的动物","jichu066","跟我学英语","4-6岁"
"喜欢的颜色","jichu067","跟我学英语","4-6岁"
"喜欢的运动","jichu068","跟我学英语","4-6岁"
"我喜欢足球","jichu069","跟我学英语","4-6岁"
"最喜欢的运动（1）","jichu070","跟我学英语","4-6岁"
"最喜欢的运动（2）","jichu071","跟我学英语","4-6岁"
"我喜欢的运动","jichu072","跟我学英语","4-6岁"
"你最喜欢什么动物？","jichu073","跟我学英语","4-6岁"
"我们踢足球吧","jichu074","跟我学英语","4-6岁"
"我们去游泳吧","jichu075","跟我学英语","4-6岁"
"我们去唱歌吧","jichu076","跟我学英语","4-6岁"
"我们画老虎吧","jichu077","跟我学英语","4-6岁"
"我们去打乒乓球吧","jichu078","跟我学英语","4-6岁"
"我们去打篮球吧","jichu079","跟我学英语","4-6岁"
"我们跳舞吧","jichu080","跟我学英语","4-6岁"
"我们唱歌吧","jichu081","跟我学英语","4-6岁"
"我们去动物园吧","jichu082","跟我学英语","4-6岁"
"我最喜欢熊猫","jichu083","跟我学英语","4-6岁"
"我有一只宠物","caihong001","彩虹英语","7-9岁"
"你有一只猫吗？","caihong002","彩虹英语","7-9岁"
"复习：我的宠物","caihong003","彩虹英语","7-9岁"
"你要上什么课？","caihong004","彩虹英语","7-9岁"
"我们早上有美术课","caihong005","彩虹英语","7-9岁"
"复习：我的课程","caihong006","彩虹英语","7-9岁"
"今天天气怎么样（1）","caihong007","彩虹英语","7-9岁"
"今天天气怎么样（2）","caihong008","彩虹英语","7-9岁"
"复习：天气表达","caihong009","彩虹英语","7-9岁"
"她在看书","caihong010","彩虹英语","7-9岁"
"我们在做家庭作业","caihong011","彩虹英语","7-9岁"
"复习：现在进行时陈述句","caihong012","彩虹英语","7-9岁"
"你准备好去野营了吗？","caihong013","彩虹英语","7-9岁"
"Chris在游泳吗？","caihong014","彩虹英语","7-9岁"
"复习：现在进行时一般疑问句","caihong015","彩虹英语","7-9岁"
"我在打乒乓球","caihong016","彩虹英语","7-9岁"
"他们在做什么？","caihong017","彩虹英语","7-9岁"
"复习：现在进行时特殊疑问句","caihong018","彩虹英语","7-9岁"
"你周末做什么？","caihong019","彩虹英语","7-9岁"
"我周末去爬山","caihong020","彩虹英语","7-9岁"
"复习：一般现在时与现在进行时","caihong021","彩虹英语","7-9岁"
"欢迎来到圣诞老人的玩具工厂","caihong022","彩虹英语","7-9岁"
"圣诞前夜","caihong023","彩虹英语","7-9岁"
"复习：谈论圣诞节","caihong024","彩虹英语","7-9岁"
"晚餐时间","caihong025","彩虹英语","7-9岁"
"晚餐吃什么？","caihong026","彩虹英语","7-9岁"
"复习：谈论晚餐","caihong027","彩虹英语","7-9岁"
"月球之旅（1）","caihong028","彩虹英语","7-9岁"
"月球之旅（2）","caihong029","彩虹英语","7-9岁"
"复习：感叹句","caihong030","彩虹英语","7-9岁"
"世界派对之风土人情","caihong031","彩虹英语","7-9岁"
"世界派对之绝味美食","caihong032","彩虹英语","7-9岁"
"复习：环球之旅","caihong033","彩虹英语","7-9岁"
"不同国家的天气（1）","caihong034","彩虹英语","7-9岁"
"不同国家的天气（2）","caihong035","彩虹英语","7-9岁"
"复习：谈论天气","caihong036","彩虹英语","7-9岁"
"心情如何（1）","caihong037","彩虹英语","7-9岁"
"心情如何（2）","caihong038","彩虹英语","7-9岁"
"复习：描述心情","caihong039","彩虹英语","7-9岁"
"你的爱好是什么（1）","caihong040","彩虹英语","7-9岁"
"你的爱好是什么（2）","caihong041","彩虹英语","7-9岁"
"复习:表达兴趣爱好","caihong042","彩虹英语","7-9岁"
"我喜欢看电影","caihong043","彩虹英语","7-9岁"
"我们去看马戏团表演","caihong044","彩虹英语","7-9岁"
"复习：表达喜恶","caihong045","彩虹英语","7-9岁"
"校园展卖（1）","caihong046","彩虹英语","7-9岁"
"校园展卖（2）","caihong047","彩虹英语","7-9岁"
"复习：展卖会相关表达","caihong048","彩虹英语","7-9岁"
"课堂约法三章","caihong049","彩虹英语","7-9岁"
"博物馆参观规范","caihong050","彩虹英语","7-9岁"
"复习：如何表达“应该”与“不应该”","caihong051","彩虹英语","7-9岁"
"你的职业是什么（1）","caihong052","彩虹英语","7-9岁"
"你的职业是什么（2）","caihong053","彩虹英语","7-9岁"
"复习：询问职业","caihong054","彩虹英语","7-9岁"
"你想要看什么电影（1）","caihong055","彩虹英语","7-9岁"
"你想要看什么电影（2）","caihong056","彩虹英语","7-9岁"
"复习：如何表达“想要”","caihong057","彩虹英语","7-9岁"
"你能帮我吗(1)","caihong058","彩虹英语","7-9岁"
"你能帮我吗(2)","caihong059","彩虹英语","7-9岁"
"复习：寻求帮助","caihong060","彩虹英语","7-9岁"
"到银行怎么走？","caihong061","彩虹英语","7-9岁"
"到速8旅馆怎么走？","caihong062","彩虹英语","7-9岁"
"复习：问路与指路","caihong063","彩虹英语","7-9岁"
"课堂游戏：捉迷藏","caihong064","彩虹英语","7-9岁"
"皮特猪在哪里？","caihong065","彩虹英语","7-9岁"
"复习：如何描述位置","caihong066","彩虹英语","7-9岁"
"总复习：谈论宠物、课程与天气","caihong067","彩虹英语","7-9岁"
"总复习：现在进行时 ","caihong068","彩虹英语","7-9岁"
"总复习：一般现在时与现在进行时","caihong069","彩虹英语","7-9岁"
"总复习：表达“想要”及询问职业","caihong070","彩虹英语","7-9岁"
"总复习：询问价格、请求帮助与问路指路","caihong071","彩虹英语","7-9岁"
"总复习：谈论爱好、描述位置与讲明规矩","caihong072","彩虹英语","7-9岁"
"欢迎来到我家","caihong073","彩虹英语","7-9岁"
"我的书在哪里？","caihong074","彩虹英语","7-9岁"
"复习：there be 句式","caihong075","彩虹英语","7-9岁"
"欢迎来到自然公园（1）","caihong076","彩虹英语","7-9岁"
"欢迎来到自然公园（2）","caihong077","彩虹英语","7-9岁"
"复习：主系表结构","caihong078","彩虹英语","7-9岁"
"我的朋友们（1）","caihong079","彩虹英语","7-9岁"
"我的朋友们（2）","caihong080","彩虹英语","7-9岁"
"复习：描述人物外貌与性格","caihong081","彩虹英语","7-9岁"
"我的笔友（1）","caihong082","彩虹英语","7-9岁"
"我的笔友（2） ","caihong083","彩虹英语","7-9岁"
"复习：描述个人情况与个性特点","caihong084","彩虹英语","7-9岁"
"来坐我的时光机（1）","caihong085","彩虹英语","7-9岁"
"来坐我的时光机（2）","caihong086","彩虹英语","7-9岁"
"复习：时间表达法","caihong087","彩虹英语","7-9岁"
"寻宝之旅（1）","caihong088","彩虹英语","7-9岁"
"寻宝之旅（2）","caihong089","彩虹英语","7-9岁"
"复习：情态动词can表示请求","caihong090","彩虹英语","7-9岁"
"购物（1）","caihong091","彩虹英语","7-9岁"
"购物（2） ","caihong092","彩虹英语","7-9岁"
"复习：购物相关表达","caihong093","彩虹英语","7-9岁"
"节日（1）","caihong094","彩虹英语","7-9岁"
"节日（2）","caihong095","彩虹英语","7-9岁"
"复习：打招呼","caihong096","彩虹英语","7-9岁"
"你放学后做什么（1）","caihong097","彩虹英语","7-9岁"
"你放学后做什么（2） ","caihong098","彩虹英语","7-9岁"
"复习：一般将来时的陈述句","caihong099","彩虹英语","7-9岁"
"谈谈你的暑假计划","caihong100","彩虹英语","7-9岁"
"Chris 的生日礼物","caihong101","彩虹英语","7-9岁"
"复习：一般将来时用法及一般疑问句形式","caihong102","彩虹英语","7-9岁"
"你能帮我照看妹妹吗（1）","caihong103","彩虹英语","7-9岁"
"你能帮我照看妹妹吗（2）","caihong104","彩虹英语","7-9岁"
"复习：will用于一般将来时","caihong105","彩虹英语","7-9岁"
"参观农场（1）","caihong106","彩虹英语","7-9岁"
"参观农场（2）","caihong107","彩虹英语","7-9岁"
"复习：一般将来时陈述句与疑问句","caihong108","彩虹英语","7-9岁"
"公园游玩（1）","caihong109","彩虹英语","10-12岁"
"公园游玩（2）","caihong110","彩虹英语","10-12岁"
"复习：现在进行时与there be 句式","caihong111","彩虹英语","10-12岁"
"帮奶奶做蛋糕","caihong112","彩虹英语","10-12岁"
"听爷爷讲故事","caihong113","彩虹英语","10-12岁"
"复习：动词过去式","caihong114","彩虹英语","10-12岁"
"艺术博物馆（1）","caihong115","彩虹英语","10-12岁"
"艺术博物馆（2）","caihong116","彩虹英语","10-12岁"
"复习：一般过去时","caihong117","彩虹英语","10-12岁"
"明天要过周末了","caihong118","彩虹英语","10-12岁"
"明天你想去游泳吗？","caihong119","彩虹英语","10-12岁"
"复习：一般将来时","caihong120","彩虹英语","10-12岁"
"参观动物园（1）","caihong121","彩虹英语","10-12岁"
"参观动物园（2）","caihong122","彩虹英语","10-12岁"
"复习：描述过去的事情","caihong123","彩虹英语","10-12岁"
"夏威夷之旅（1）","caihong124","彩虹英语","10-12岁"
"夏威夷之旅（2）","caihong125","彩虹英语","10-12岁"
"复习：一般疑问句与特殊疑问句的过去时态","caihong126","彩虹英语","10-12岁"
"超级英雄（1）","caihong127","彩虹英语","10-12岁"
"超级英雄（2）","caihong128","彩虹英语","10-12岁"
"复习：动词过去式","caihong129","彩虹英语","10-12岁"
"三只小猪（1）","caihong130","彩虹英语","10-12岁"
"三只小猪（2）","caihong131","彩虹英语","10-12岁"
"复习：动词过去式变位规则","caihong132","彩虹英语","10-12岁"
"谈论新闻","caihong133","彩虹英语","10-12岁"
"播报新闻","caihong134","彩虹英语","10-12岁"
"复习：讲述过去发生的事件","caihong135","彩虹英语","10-12岁"
"Matthew摔伤了","caihong136","彩虹英语","10-12岁"
"William打碎了花瓶","caihong137","彩虹英语","10-12岁"
"复习：讲述发生的意外事件","caihong138","彩虹英语","10-12岁"
"孩子们生病了（1）","caihong139","彩虹英语","10-12岁"
"孩子们生病了（2）","caihong140","彩虹英语","10-12岁"
"复习：描述身体不适","caihong141","彩虹英语","10-12岁"
"运动会（1）","caihong142","彩虹英语","10-12岁"
"运动会（2）","caihong143","彩虹英语","10-12岁"
"复习：运动会情况","caihong144","彩虹英语","10-12岁"
"孩子们在花园里（1）","caihong145","彩虹英语","10-12岁"
"孩子们在花园里（2）","caihong146","彩虹英语","10-12岁"
"复习：讲述孩子们在花园里的劳动","caihong147","彩虹英语","10-12岁"
"仙女的新年礼物（1）","caihong148","彩虹英语","10-12岁"
"仙女的新年礼物（2）","caihong149","彩虹英语","10-12岁"
"复习：讲述孩子们的新年演出","caihong150","彩虹英语","10-12岁"
"我看到猫王了（1）","caihong151","彩虹英语","10-12岁"
"我看到猫王了（2）","caihong152","彩虹英语","10-12岁"
"复习：讲述猫王的故事","caihong153","彩虹英语","10-12岁"
"发明家（1）","caihong154","彩虹英语","10-12岁"
"发明家（2）","caihong155","彩虹英语","10-12岁"
"复习：讲述孩子们与发明家的奇遇","caihong156","彩虹英语","10-12岁"
"我收到一封邮件","caihong157","彩虹英语","10-12岁"
"和我的朋友网聊 ","caihong158","彩虹英语","10-12岁"
"复习：直接引语与间接引语","caihong159","彩虹英语","10-12岁"
"校园音乐会（1）","caihong160","彩虹英语","10-12岁"
"校园音乐会（2）","caihong161","彩虹英语","10-12岁"
"复习：间接引语过去式","caihong162","彩虹英语","10-12岁"
"学做杯形蛋糕（1）","caihong163","彩虹英语","10-12岁"
"学做杯形蛋糕（2）","caihong164","彩虹英语","10-12岁"
"复习：祈使句","caihong165","彩虹英语","10-12岁"
"我们的新家（1）","caihong166","彩虹英语","10-12岁"
"我们的新家（2）","caihong167","彩虹英语","10-12岁"
"复习：物主代词","caihong168","彩虹英语","10-12岁"
"睡前的童话故事","caihong169","彩虹英语","10-12岁"
"我做了一个梦","caihong170","彩虹英语","10-12岁"
"复习：讲述童话故事","caihong171","彩虹英语","10-12岁"
"令人惊喜的生日派对（1）","caihong172","彩虹英语","10-12岁"
"令人惊喜的生日派对（2） ","caihong173","彩虹英语","10-12岁"
"复习：月份与日期表达","caihong174","彩虹英语","10-12岁"
"总复习：there be 句式与一般过去时","caihong175","彩虹英语","10-12岁"
"总复习：一般过去时、一般现在时与一般将来时（1）","caihong176","彩虹英语","10-12岁"
"总复习：一般过去时、一般现在时与一般将来时（2）","caihong177","彩虹英语","10-12岁"
"总复习：一般过去时与间接引语","caihong178","彩虹英语","10-12岁"
"总复习：祈使句、物主代词与序数词","caihong179","彩虹英语","10-12岁"
"总复习：一般过去时、一般现在时与序数词","caihong180","彩虹英语","10-12岁"
"体育课上（1）","caihong181","彩虹英语","10-12岁"
"体育课上（2）","caihong182","彩虹英语","10-12岁"
"复习：单音节形容词比较级与最高级","caihong183","彩虹英语","10-12岁"
"野生动物园之旅(1)","caihong184","彩虹英语","10-12岁"
"野生动物园之旅(2)","caihong185","彩虹英语","10-12岁"
"复习：单音节形容词比较级与最高级用法","caihong186","彩虹英语","10-12岁"
"世界纪录（1）","caihong187","彩虹英语","10-12岁"
"世界纪录（2）","caihong188","彩虹英语","10-12岁"
"复习：单音节形容词最高级","caihong189","彩虹英语","10-12岁"
"农贸市场（1）","caihong190","彩虹英语","10-12岁"
"农贸市场（2）","caihong191","彩虹英语","10-12岁"
"复习：形容词比较级与最高级变化规则","caihong192","彩虹英语","10-12岁"
"闻名于世的地标（1）","caihong193","彩虹英语","10-12岁"
"闻名于世的地标（2）","caihong194","彩虹英语","10-12岁"
"复习：讲述环球之旅","caihong195","彩虹英语","10-12岁"
"欢迎来到总统之家（1）","caihong196","彩虹英语","10-12岁"
"欢迎来到总统之家（2）","caihong197","彩虹英语","10-12岁"
"复习：讲述白宫之旅","caihong198","彩虹英语","10-12岁"
"罗宾汉的故事（1）","caihong199","彩虹英语","10-12岁"
"罗宾汉的故事（2）","caihong200","彩虹英语","10-12岁"
"复习：讲述罗宾汉的故事","caihong201","彩虹英语","10-12岁"
"我最喜欢的书（1）","caihong202","彩虹英语","10-12岁"
"我最喜欢的书（2）","caihong203","彩虹英语","10-12岁"
"复习：孩子们喜欢的书","caihong204","彩虹英语","10-12岁"
"你好，我叫涛涛","jichu084","跟我学英语","7—9"
